"FEN","Type","Comment","Source Code","Return Type","Modifier","class_extends","implements"
"org.apache.commons.codec.language.RefinedSoundex.getMappingCode(char)","Method","* Returns the mapping code for a given character. The mapping codes are
     * maintained in an internal char array named soundexMapping, and the
     * default values of these mappings are US English.
     *
     * @param c
     *                  char to get mapping for
     * @return A character (really a numeral) to return for the given char","char getMappingCode(final char c) {
    if (!Character.isLetter(c)) {
        return 0;
    }
    final int index = Character.toUpperCase(c) - 'A';
    if (index < 0 || index >= this.soundexMapping.length) {
        return 0;
    }
    return this.soundexMapping[index];
}","char","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.getMappingCode(char).c","Parameter_1","Belong to org.apache.commons.codec.language.RefinedSoundex.getMappingCode(char)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.soundex(String)","Method","* Retrieves the Refined Soundex code for a given String object.
     *
     * @param str
     *                  String to encode using the Refined Soundex algorithm
     * @return A soundex code for the String supplied","public String soundex(String str) {
    if (str == null) {
        return null;
    }
    str = SoundexUtils.clean(str);
    if (str.isEmpty()) {
        return str;
    }
    final StringBuilder sBuf = new StringBuilder();
    sBuf.append(str.charAt(0));
    char last, current;
    last = '*';
    for (int i = 0; i < str.length(); i++) {
        current = getMappingCode(str.charAt(i));
        if (current == last) {
            continue;
        }
        if (current != 0) {
            sBuf.append(current);
        }
        last = current;
    }
    return sBuf.toString();
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.soundex(String).str","Parameter_1","Belong to org.apache.commons.codec.language.RefinedSoundex.soundex(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.<init>()","Constructor","* Creates an instance of the RefinedSoundex object using the default US
     * English mapping.","public RefinedSoundex() {
    this.soundexMapping = US_ENGLISH_MAPPING;
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.<init>(char[])","Constructor","* Creates a refined soundex instance using a custom mapping. This
     * constructor can be used to customize the mapping, and/or possibly
     * provide an internationalized mapping for a non-Western character set.
     *
     * @param mapping
     *                  Mapping array to use when finding the corresponding code for
     *                  a given character","public RefinedSoundex(final char[] mapping) {
    this.soundexMapping = mapping.clone();
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.<init>(char[]).mapping","Parameter_1","Belong to org.apache.commons.codec.language.RefinedSoundex.<init>(char[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.<init>(String)","Constructor","* Creates a refined Soundex instance using a custom mapping. This constructor can be used to customize the mapping,
     * and/or possibly provide an internationalized mapping for a non-Western character set.
     *
     * @param mapping
     *            Mapping string to use when finding the corresponding code for a given character
     * @since 1.4","public RefinedSoundex(final String mapping) {
    this.soundexMapping = mapping.toCharArray();
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.<init>(String).mapping","Parameter_1","Belong to org.apache.commons.codec.language.RefinedSoundex.<init>(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.AbstractCaverphone","Abstract Class","* Encodes a string into a Caverphone value.
 *
 * This is an algorithm created by the Caversham Project at the University of Otago. It implements the Caverphone 2.0
 * algorithm:
 *
 * <p>This class is immutable and thread-safe.</p>
 *
 * @see <a href=""https://en.wikipedia.org/wiki/Caverphone"">Wikipedia - Caverphone</a>
 * @since 1.5","Abstract Class do not obtain Source Code","No return type","public , abstract ","","org.apache.commons.codec.StringEncoder"
"org.apache.commons.codec.language.AbstractCaverphone.encode(Object)","Method","* Encodes an Object using the Caverphone algorithm. This method is provided in order to satisfy the requirements of
     * the Encoder interface, and will throw an EncoderException if the supplied object is not of type {@link String}.
     *
     * @param source
     *            Object to encode
     * @return An object (or type {@link String}) containing the Caverphone code which corresponds to the String
     *         supplied.
     * @throws EncoderException
     *             if the parameter supplied is not of type {@link String}.","@Override
public Object encode(final Object source) throws EncoderException {
    if (!(source instanceof String)) {
        throw new EncoderException(""Parameter supplied to Caverphone encode is not of type java.lang.String"");
    }
    return this.encode((String) source);
}","Object","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.AbstractCaverphone.encode(Object).source","Parameter_1","Belong to org.apache.commons.codec.language.AbstractCaverphone.encode(Object)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.AbstractCaverphone.isEncodeEqual(String,String)","Method","* Tests if the encodings of two strings are equal.
     *
     * This method might be promoted to a new AbstractStringEncoder superclass.
     *
     * @param str1
     *            First of two strings to compare
     * @param str2
     *            Second of two strings to compare
     * @return {@code true} if the encodings of these strings are identical, {@code false} otherwise.
     * @throws EncoderException
     *             thrown if there is an error condition during the encoding process.","public boolean isEncodeEqual(final String str1, final String str2) throws EncoderException {
    return this.encode(str1).equals(this.encode(str2));
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.AbstractCaverphone.isEncodeEqual(String,String).str1","Parameter_1","Belong to org.apache.commons.codec.language.AbstractCaverphone.isEncodeEqual(String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
